fundNo,fundName
SE1575,深国投·朱雀合伙专项证券投资集合资金信托计划
SE1576,中国龙进取资本市场集合资金信托计划
SE1577,华润信托·交大基金朱雀资金信托计划
SE1578,华润信托·朱雀3期证券投资集合资金信托计划
SE1579,平安财富·朱雀二期集合资金信托计划
SE1580,平安财富·投资精英之朱雀集合资金信托计划
SE1651,华鑫信托·源乐晟策略创新1期证券投资集合资金信托计划
SE1653,西部信托·朱雀7期证券投资集合资金信托计划
SN5732,外贸信托·汇鑫13号（艾亿新融9号）结构化证券投资集合资金信托计划
SN5733,外贸信托·艾亿新融8号证券投资集合资金信托计划
SN5734,华信邮储稳健1号证券投资资金信托
SN5735,五矿信托·艾亿新融证券投资集合资金信托计划
SN5736,五矿信托·艾亿新融证券投资18号集合资金信托计划
SN5737,五矿信托·艾亿新融证券投资12号集合资金信托计划
SN5738,外贸信托·汇鑫18号（艾亿新融10号）结构化证券投资集合资金信托计划
SN5754,中融-坤阳乾坤一号证券投资集合资金信托计划
SN5755,中海·聚发15号-浦江之星59号
SN5781,中城乾盈（天津）股权投资基金合伙企业（有限合伙）
SN5782,中城坤盈（天津）股权投资基金合伙企业（有限合伙）
SN5783,中城君盈（天津）股权投资基金合伙企业（有限合伙）
SN5784,中城侬盈（天津）股权投资基金合伙企业（有限合伙）
SN5858,百仕达专户理财
SN5859,荣威集团专户理财
SN5860,华宝信托-青骓2期灵活策略证券投资集合资金信托计划
SN5861,华宝信托-青骓量化对冲1期集合资金信托计划
SN5862,中融-杉杉青骓量化对冲一期集合资金信托计划
SN5864,深国投·尚诚证券投资集合资金信托计划
SN5865,紫晶石稳优集合资金信托计划2
SN5866,紫晶石稳优集合资金信托计划
SN5867,平安财富·朱雀一号单一资金信托计划
SN5868,陕国投·博信1号证券投资资金信托
SN5871,中海聚发-明河价值一期
SN5897,华润信托 交大基金涌峰资金信托计划
SN5898,外贸信托 睿远涌峰1期证券投资集合资金信托计划
SN5899,金海【2】号证券投资集合资金信托计划
SN5900,华融 涌峰1号证券投资单一资金信托计划
SN5912,华润信托.武当10期
SN5913,华润信托.武当11期
SN5914,中融-以太证券投资集合资金信托
SN5939,京福1号证券投资集合资金信托计划
SN5940,京福2号证券投资集合资金信托计划
SN5949,西藏山南硅谷天堂元昌创业投资合伙企业
SN5951,中融-融新170号恒德1期稳健成长证券投资集合资金信托计划
SN5974,北京信托.云程泰资本增值集合资金信托计划
SN5975,北京信托.云程泰资本增值集合资金信托计划（第二期）
SN5976,兴业信托.云程泰3期证券投资集合资金信托计划
SN5977,平安财富.投资精英之云程泰集合资金信托计划
SN6639,泰发-沧州城市发展基金二期
SN6727,华融．滚雪球证券投资集合资金信托计划-第一期
SN6814,中融信托-青骓-友山量化对冲集合资金信托计划
SN6815,长安信托-青骓稳健固定收益1期集合资金信托计划
SN6816,中海-青骓固定收益Ⅰ期集合资金信托计划
SN6817,长安信托-杉杉青骓2号债券投资集合资金信托计划
SN6818,财达证券固定收益业务管理项目
SN6861,北京中城万利投资基金
SN7003,宿迁人合安泰投资合伙企业
SN7008,厦门信托淡水泉目标回报第6期证券投资集合资金信托
SN7048,穿石渝信壹号
SN7126,长安信托长安稳健2号债券投资集合资金信托计划
SN7128,长安信托乐瑞强债1号债券投资集合资金信托计划
SN7275,华宝-R2007ZX057证券投资集合资金信托计划
SN7291,西部信托·朱雀专享1号证券集合资金信托计划
SN7365,兴业信托-青骓固定收益1期集合资金信托计划
None,财达证券-渤海银行-唐山三友碱业定向资产管理计划 
None,光大证券金阳光3号集合资产管理计划
None,中信信诚宁聚量化对冲2期管理型金融投资专项资产管理计划
None,金元证券-平安银行2013第14号定向资产管理计划
None,国泰安君享盈信瑞峰选股对冲1期集合资产管理计划
None,融通-涌峰2号特定资产管理计划
None,国联安-朱雀-阿尔法5号资产管理计划
None,汇添富·杉杉青骓1号资产管理计划
None,财达证券西南1号定向资产管理计划 
None,千石资本-宁聚优债季享资产管理计划
None,千石资本神农太极资产管理计划
None,天治天盈对冲策略2号
None,国联安-朱雀-阿尔法1号资产管理计划
None,国泰君安期货-青骓衍生品高频一期
None,金元证券-平安银行2013第1号定向资产管理计划
None,国联安-朱雀-阿尔法8号资产管理计划
None,国泰君安享青骓一号限额特定资产管理计划（限额特定资产管理计划）
None,华夏资本对冲-盈信1号
None,金元证券-平安银行2013第12号定向资产管理计划
None,华夏资本对冲-盈信2号
None,上海光大证券资产管理有限公司光大金马海外高息（QDII）集合资产管理计划
None,长安证大1号资产管理计划
None,长安证大2号资产管理计划
﻿S20001,重阳A股阿尔法对冲基金
 086012 ,长盛基金-智慧安讯混合型资产管理计划
06690119,财通基金-同安定增保1号资产管理计划
250012/250013,国联安-泓湖重域-宏观对冲1号资产管理计划
250059/250060,国联安-泓湖CTA资产管理计划
250072,国联安-弘尚资产成长精选1号资产管理计划
250086,国联安-弘尚资产成长精选2号资产管理计划
720000634484,财通基金-白石1号资产管理计划
721000737276,财通基金—白石2号资产管理计划
CF0003,金元证券游马地1号限额特定集合资产管理计划
SD1348,中山五岳润泽创业投资中心（有限合伙）
SD1349,上海五岳嘉源股权投资中心（有限合伙）
SD1350,苏州五岳润源股权投资中心（有限合伙）
SD1368,中山五岳乾元股权投资中心（有限合伙）
SD1386,从容资产基金
SD1398,泉州刺桐创业投资中心（有限合伙）
SD1433,北京中通环风电投资中心（有限合伙）
SD1434,中山通用科技创业投资中心（有限合伙）
SD1435,珠海金控通用产业股权投资基金（有限合伙）
SD1440,无锡航天高能物联网股权投资基金企业（有限合伙）
SD1469,苏州五岳润萌股权投资中心（有限合伙）
SD1521,中电东泰基金
SD1522,修正国际
SD1541,青岛光控低碳新能股权投资有限公司
SD1573,重庆越秀卓越股权投资基金合伙企业 （有限合伙） 
SD1601,苏州文景九鼎投资中心（有限合伙）
SD1627,上海劲邦劲德股权投资合伙企业（有限合伙）
SD1666,芜湖星浩股权投资中心（有限合伙）
SD1684,芜湖星望股权投资中心（有限合伙）
SD1695,上海星浩股权投资管理中心（有限合伙）
SD1718,上海汉麟创业投资企业（有限合伙）
SD1720,厦门金泰九鼎股权投资合伙企业（有限合伙）
SD1737,深圳市中和春生壹号股权投资基金合伙企业（有限合伙）
SD1743,芜湖星耀股权投资中心（有限合伙）
SD1804,苏州高新创业投资集团有限公司
SD1822,上海高金股权投资合伙企业（有限合伙）
SD1823,芜湖星衡股权投资中心（有限合伙）
SD1859,上海聚纾投资合伙企业（有限合伙）
SD1921,赣州红石矿业创业投资中心
SD1989,上海聚崇投资合伙企业（有限合伙）
SD1990,上海盛旖投资合伙企业（有限合伙）
SD1991,上海盛斌投资合伙企业（有限合伙）
SD2030,广州国资产业发展股权投资基金合伙企业（有限合伙）
SD6082,上海泓湖重域投资管理中心（有限合伙）
SD6085,广州越秀新兴产业创业投资合伙企业（有限合伙）
SD6110,中山五岳蓝海股权投资中心（有限合伙）
SD6116,苏州五岳盛世投资中心（有限合伙）
SD6121,苏州工业园区原点正则壹号创业投资企业（有限合伙）
SD6226,上海聚洪投资合伙企业（有限合伙）
SD6711,天津混沌道然投资管理合伙企业（有限合伙）
SE1163,泓湖专享
SE1172,华润信托·泓湖2期证券投资集合资金信托计划
SE1173,华润信托福麟13号证券投资集合资金信托计划
SE1175,北京信托泓湖6期证券投资集合资金信托计划
SE1191,暖流11期
SE1224,华润信托裕晋5期集合资金信托计划
SE1225,平安信托安蕴10期（裕晋）集合资金信托计划
SE1235,深国投·泓湖1期证券投资集合资金信托计划
SE1254,平安信托·从容优势1期证券投资集合资金信托计划
SE1267,华鑫信托东源2期证券投资集合资金信托计划
SE1268,华鑫信托东源3期证券投资集合资金信托计划
SE1269,华鑫信托东源4期证券投资集合资金信托计划
SE1270,华鑫信托东源5期证券投资集合资金信托计划
SE1271,华鑫信托东源6期证券投资集合资金信托计划
SE1272,华鑫信托东源8期证券投资集合资金信托计划
SE1286,重国投金中和西鼎证券投资集合资金信托计划
SE1315,华润信托金中和1期证券投资集合资金信托计划
SE1317,兴业信托金中和东升证券投资集合资金信托计划
SE1357,融裕7号（长金7号）证券投资集合资金信托
SE1376,中融-晟乾财富1号集合资金信托计划
SE1377,中融-晟乾财富2号集合资金信托计划
SE1396,中融-博观1期证券投资集合资金信托计划
SE1414,平安信托·从容优势3期证券投资集合资金信托计划
SE1415,平安信托·从容优势2期证券投资集合资金信托计划
SE1416,中信信托·从容稳健1期证券投资集合资金信托计划
SE1417,中信信托·从容稳健2期证券投资集合资金信托计划
SE1429,暖流18期
SE1433,中信信托·从容稳健3期证券投资集合资金信托计划
SE1434,华润信托·从容成长1期证券投资集合资金信托计划
SE1435,华润信托·从容成长2期证券投资集合资金信托计划
SE1436,华润信托·从容成长3期证券投资集合资金信托计划
SE1437,中信信托·从容成长8期证券投资集合资金信托计划
SE1438,兴业信托·建信稳健增值2期证券投资集合资金信托计划
SE1439,中信信托·“得利宝·至尊13号”人民币理财产品
SE1440,华宝信托·从容医疗1期证券投资集合资金信托计划
SE1441,北京信托·从容医疗2期证券投资集合资金信托计划
SE1442,华润信托·从容内需医疗3期集合资金信托计划
SE1443,兴业信托·从容医疗5期证券投资集合资金信托计划
SE1444,外贸信托·从容内需医疗证券投资集合资金信托计划
SE1445,外贸信托·从容医疗精选证券投资集合资金信托计划
SE1446,兴业信托·建信积极成长1期证券投资集合资金信托计划
SE1447,中信信托金中和1期证券投资集合资金信托计划
SE1448,华润信托·兆泽利丰1期集合资金信托计划
SE1458,兴业信托-长金9号证劵投资集合资金信托计划
SE1460,外贸信托富锦6号（金中和）证券投资集合资金信托计划
SE1470,北京信托-聚益5号证券投资集合资金信托计划
SE1472,兴业信托-聚益3号证券投资集合资金信托计划
SE1479,鹏华资产龙旗神农资产管理计划
SE1490,华鑫信托-东源1期
SE1537,华润信托金中和6期证券投资集合资金信托计划
﻿SE1543,华融-从容1号证券投资单一资金信托
SE1678,北京信托泓湖5期证券投资集合资金信托计划
SN5703,华润信托非凡17号资金信托
SN5704,华润信托非凡18号资金信托
SN5705,华润信托金中和5期证券投资集合资金信托计划
SN5706,陕国投·泰瓴-泰九1期证券投资集合资金信托计划
SN5707,陕国投·泰瓴-泰九2期证券投资集合资金信托计划
SN5708,兴业信托·泰瓴3期证券投资集合资金信托计划
SN5787,暖流2期
SN5788,暖流1期
SN5789,暖流13期
SN5790,暖流6期
SN5791,暖流5期
SN5792,暖流4期
SN5793,暖流3期
SN5814,华润信托-康成亨1期证券投资集合资金信托计划
SN5870, 和聚财富5号先锋
SN5953,陕国投-春天1号（上善御富1期）证券投资集合资金信托计划
SN5954,陕国投-上善御富2期证券投资集合资金信托计划
SN5955,兴业信托.上善远行1期证券投资集合资金信托计划
SN5956,外贸信托●上善御富风险缓冲1期证券投资集合资金信托计划
